"d[59146257,59116300,0.05]",0
"d[59146257,59116300,0.06]",0
"d[59146257,59116300,0.08]",1
"d[59146257,59116300,0.1]",0
"d[59146257,59116300,0.15]",0
"d[59146257,59116300,0.2]",0
"d[59146257,59116300,0.25]",0
"d[59146257,59116300,0.3]",0
"d[59146257,59116300,0.35]",0
"d[59146257,59116300,0.4]",0
"d[59146257,59116300,0.45]",0
"d[59146257,59125620,0.05]",0
"d[59146257,59125620,0.06]",0
"d[59146257,59125620,0.08]",0
"d[59146257,59125620,0.1]",0
"d[59146257,59125620,0.15]",1
"d[59146257,59125620,0.2]",0
"d[59146257,59125620,0.25]",0
"d[59146257,59125620,0.3]",0
"d[59146257,59125620,0.35]",0
"d[59146257,59125620,0.4]",0
"d[59146257,59125620,0.45]",0
"d[59146259,59116306,0.05]",0
"d[59146259,59116306,0.06]",0
"d[59146259,59116306,0.08]",0
"d[59146259,59116306,0.1]",0
"d[59146259,59116306,0.15]",1
"d[59146259,59116306,0.2]",0
"d[59146259,59116306,0.25]",0
"d[59146259,59116306,0.3]",0
"d[59146259,59116306,0.35]",0
"d[59146259,59116306,0.4]",0
"d[59146259,59116306,0.45]",0
"d[59146264,59133192,0.05]",0
"d[59146264,59133192,0.06]",0
"d[59146264,59133192,0.08]",0
"d[59146264,59133192,0.1]",0
"d[59146264,59133192,0.15]",1
"d[59146264,59133192,0.2]",0
"d[59146264,59133192,0.25]",0
"d[59146264,59133192,0.3]",0
"d[59146264,59133192,0.35]",0
"d[59146264,59133192,0.4]",0
"d[59146264,59133192,0.45]",0
"d[59146293,59146308,0.05]",1
"d[59146293,59146308,0.06]",0
"d[59146293,59146308,0.08]",0
"d[59146293,59146308,0.1]",0
"d[59146293,59146308,0.15]",0
"d[59146293,59146308,0.2]",0
"d[59146293,59146308,0.25]",0
"d[59146293,59146308,0.3]",0
"d[59146293,59146308,0.35]",0
"d[59146293,59146308,0.4]",0
"d[59146293,59146308,0.45]",0
"d[59146293,59082686,0.05]",1
"d[59146293,59082686,0.06]",0
"d[59146293,59082686,0.08]",0
"d[59146293,59082686,0.1]",0
"d[59146293,59082686,0.15]",0
"d[59146293,59082686,0.2]",0
"d[59146293,59082686,0.25]",0
"d[59146293,59082686,0.3]",0
"d[59146293,59082686,0.35]",0
"d[59146293,59082686,0.4]",0
"d[59146293,59082686,0.45]",0
"d[59154485,59125613,0.05]",0
"d[59154485,59125613,0.06]",0
"d[59154485,59125613,0.08]",0
"d[59154485,59125613,0.1]",0
"d[59154485,59125613,0.15]",1
"d[59154485,59125613,0.2]",0
"d[59154485,59125613,0.25]",0
"d[59154485,59125613,0.3]",0
"d[59154485,59125613,0.35]",0
"d[59154485,59125613,0.4]",0
"d[59154485,59125613,0.45]",0
"d[59154488,59146899,0.05]",0
"d[59154488,59146899,0.06]",0
"d[59154488,59146899,0.08]",0
"d[59154488,59146899,0.1]",0
"d[59154488,59146899,0.15]",0
"d[59154488,59146899,0.2]",1
"d[59154488,59146899,0.25]",0
"d[59154488,59146899,0.3]",0
"d[59154488,59146899,0.35]",0
"d[59154488,59146899,0.4]",0
"d[59154488,59146899,0.45]",0
"d[59154488,59120062,0.05]",0
"d[59154488,59120062,0.06]",0
"d[59154488,59120062,0.08]",0
"d[59154488,59120062,0.1]",0
"d[59154488,59120062,0.15]",1
"d[59154488,59120062,0.2]",0
"d[59154488,59120062,0.25]",0
"d[59154488,59120062,0.3]",0
"d[59154488,59120062,0.35]",0
"d[59154488,59120062,0.4]",0
"d[59154488,59120062,0.45]",0
"d[59146308,59146313,0.05]",1
"d[59146308,59146313,0.06]",0
"d[59146308,59146313,0.08]",0
"d[59146308,59146313,0.1]",0
"d[59146308,59146313,0.15]",0
"d[59146308,59146313,0.2]",0
"d[59146308,59146313,0.25]",0
"d[59146308,59146313,0.3]",0
"d[59146308,59146313,0.35]",0
"d[59146308,59146313,0.4]",0
"d[59146308,59146313,0.45]",0
"d[59146308,59110359,0.05]",1
"d[59146308,59110359,0.06]",0
"d[59146308,59110359,0.08]",0
"d[59146308,59110359,0.1]",0
"d[59146308,59110359,0.15]",0
"d[59146308,59110359,0.2]",0
"d[59146308,59110359,0.25]",0
"d[59146308,59110359,0.3]",0
"d[59146308,59110359,0.35]",0
"d[59146308,59110359,0.4]",0
"d[59146308,59110359,0.45]",0
"d[59080775,59080765,0.05]",0
"d[59080775,59080765,0.06]",0
"d[59080775,59080765,0.08]",1
"d[59080775,59080765,0.1]",0
"d[59080775,59080765,0.15]",0
"d[59080775,59080765,0.2]",0
"d[59080775,59080765,0.25]",0
"d[59080775,59080765,0.3]",0
"d[59080775,59080765,0.35]",0
"d[59080775,59080765,0.4]",0
"d[59080775,59080765,0.45]",0
"d[59080775,59107322,0.05]",1
"d[59080775,59107322,0.06]",0
"d[59080775,59107322,0.08]",0
"d[59080775,59107322,0.1]",0
"d[59080775,59107322,0.15]",0
"d[59080775,59107322,0.2]",0
"d[59080775,59107322,0.25]",0
"d[59080775,59107322,0.3]",0
"d[59080775,59107322,0.35]",0
"d[59080775,59107322,0.4]",0
"d[59080775,59107322,0.45]",0
"d[59080788,59095026,0.05]",0
"d[59080788,59095026,0.06]",0
"d[59080788,59095026,0.08]",0
"d[59080788,59095026,0.1]",1
"d[59080788,59095026,0.15]",0
"d[59080788,59095026,0.2]",0
"d[59080788,59095026,0.25]",0
"d[59080788,59095026,0.3]",0
"d[59080788,59095026,0.35]",0
"d[59080788,59095026,0.4]",0
"d[59080788,59095026,0.45]",0
"d[59113590,59118611,0.05]",1
"d[59113590,59118611,0.06]",0
"d[59113590,59118611,0.08]",0
"d[59113590,59118611,0.1]",0
"d[59113590,59118611,0.15]",0
"d[59113590,59118611,0.2]",0
"d[59113590,59118611,0.25]",0
"d[59113590,59118611,0.3]",0
"d[59113590,59118611,0.35]",0
"d[59113590,59118611,0.4]",0
