"d[59106154,59095044,0.45]","1.0"
"d[59110286,59110213,0.5]","1.0"
"d[59116306,59116300,0.5]","1.0"
"d[59153751,59112870,0.5]","1.0"
"d[59123928,59123924,0.5]","1.0"
"d[59143486,59098203,0.5]","1.0"
"d[59115377,59115384,0.5]","1.0"
"d[59116298,59116291,0.5]","1.0"
"d[59116298,59125630,0.5]","1.0"
"d[59161207,59129064,0.5]","1.0"
"d[59101369,59147540,0.5]","1.0"
"d[59090438,59103553,0.5]","1.0"
"d[59125620,59116298,0.5]","1.0"
"d[59117109,59154488,0.5]","1.0"
"d[59117103,59123932,0.5]","1.0"
"d[59129518,59125609,0.5]","1.0"
"d[59117103,59117099,0.5]","1.0"
"d[59129073,59129064,0.5]","1.0"
"d[59113454,59133200,0.5]","1.0"
"d[59146899,59115377,0.5]","1.0"
"d[59117109,59117103,0.5]","1.0"
"d[59081840,59081845,0.5]","1.0"
"d[59120062,59121412,0.5]","1.0"
"d[59129064,59126206,0.5]","1.0"
"d[59098217,59123892,0.5]","1.0"
"d[59123898,59098217,0.5]","1.0"
"d[59125639,59161207,0.5]","1.0"
"d[59129094,59143486,0.5]","1.0"
"d[59096556,59081605,0.5]","1.0"
"d[59133192,59113454,0.5]","1.0"
"d[59099688,59099690,0.5]","1.0"
"d[59108758,59123881,0.5]","1.0"
"d[59156807,59123827,0.5]","1.0"
"d[59084990,59081682,0.5]","1.0"
"d[59115369,59115071,0.5]","1.0"
"d[59154488,59120062,0.5]","1.0"
"d[59121412,59168031,0.5]","1.0"
"d[59123881,59096556,0.5]","1.0"
"d[59110213,59108758,0.5]","1.0"
"d[59116286,59116284,0.5]","1.0"
"d[59099947,59106218,0.5]","1.0"
"d[59116291,59116286,0.5]","1.0"
"d[59097709,59125643,0.5]","1.0"
"d[59123240,59123246,0.5]","1.0"
"d[59128065,3590703103,0.5]","1.0"
"d[59133200,59158861,0.5]","1.0"
"d[59133212,59117596,0.5]","1.0"
"d[59082151,59153751,0.5]","1.0"
"d[59125609,59106145,0.5]","1.0"
"d[59145427,59099947,0.5]","1.0"
"d[59133192,59133189,0.5]","1.0"
"d[reservoir,59104431,0.5]","1.0"
"d[59099690,59101335,0.5]","1.0"
"d[59101482,59113590,0.5]","1.0"
"d[59138750,59129094,0.5]","1.0"
"d[59095834,59095775,0.5]","1.0"
"d[59095758,59125639,0.5]","1.0"
"d[59106218,59106154,0.5]","1.0"
"d[59112347,59100598,0.5]","1.0"
"d[59112870,59082376,0.5]","1.0"
"d[59104431,59082151,0.5]","1.0"
"d[59116279,59116275,0.5]","1.0"
"d[59123932,59123928,0.5]","1.0"
"d[59112337,59112339,0.5]","1.0"
"d[reservoir,59153751,0.5]","1.0"
"d[59133200,59133203,0.5]","1.0"
"d[59101390,59140891,0.5]","1.0"
"d[59123827,59081840,0.5]","1.0"
"d[59106145,59125598,0.5]","1.0"
"d[59116687,59115369,0.5]","1.0"
"d[59098203,59146231,0.5]","1.0"
"d[8978607476,59146274,0.5]","1.0"
"d[59125639,59102637,0.5]","1.0"
"d[59145411,59105502,0.5]","1.0"
"d[59082376,59117103,0.5]","1.0"
"d[59115076,59129518,0.5]","1.0"
"d[59117596,59095834,0.5]","1.0"
"d[59146257,59125620,0.5]","1.0"
"d[59115384,59129518,0.5]","1.0"
"d[59080764,59095054,0.5]","1.0"
"d[59123924,59123919,0.5]","1.0"
"d[59126151,59126206,0.5]","1.0"
"d[59104883,59104885,0.5]","1.0"
"d[59161207,59128098,0.5]","1.0"
"d[59133185,59123827,0.5]","1.0"
"d[59118611,59113445,0.5]","1.0"
"d[59102119,59104883,0.5]","1.0"
"d[59118611,59118605,0.5]","1.0"
"d[59146259,59146257,0.5]","1.0"
"d[59107279,59123853,0.5]","1.0"
"d[59108226,59145427,0.5]","1.0"
"d[59125620,59138750,0.5]","1.0"
"d[59133189,59156807,0.5]","1.0"
"d[59146231,59123892,0.5]","1.0"
"d[59116275,59116270,0.5]","1.0"
"d[59079983,59112334,0.5]","1.0"
"d[59125598,59128065,0.5]","1.0"
"d[59123853,59145411,0.5]","1.0"
"d[59123873,59080788,0.5]","1.0"
"d[59123905,59123898,0.5]","1.0"
"d[59099690,59099694,0.5]","1.0"
"d[59115372,59103582,0.5]","1.0"
"d[59154485,59125613,0.5]","1.0"
"d[59090420,59090428,0.5]","1.0"
"d[59101042,59091076,0.5]","1.0"
"d[59112334,59112337,0.5]","1.0"
"d[59104883,59123873,0.5]","1.0"
"d[59095027,59107279,0.5]","1.0"
"d[59126206,59123240,0.5]","1.0"
"d[59091076,59091084,0.5]","1.0"
"d[59100417,59090444,0.5]","1.0"
"d[59133189,59133185,0.5]","1.0"
"d[59146264,59133192,0.5]","1.0"
"d[59128069,59128065,0.5]","1.0"
"d[59123240,59116275,0.5]","1.0"
"d[59095054,59084990,0.5]","1.0"
"d[59095044,59080788,0.5]","1.0"
"d[59129085,59123905,0.5]","1.0"
"d[59125609,59079984,0.5]","1.0"
"d[59123932,59154488,0.5]","1.0"
"d[59120109,59106215,0.5]","1.0"
"d[59081840,59101042,0.5]","1.0"
"d[59128098,59133318,0.5]","1.0"
"d[59116284,59116279,0.5]","1.0"
"d[59106145,59106124,0.5]","1.0"
"d[59101589,59081790,0.5]","1.0"
"d[59112343,59112347,0.5]","1.0"
"d[59123911,59123905,0.5]","1.0"
"d[59112364,59081782,0.5]","1.0"
"d[59123919,59123911,0.5]","1.0"
"d[59081682,59104191,0.5]","1.0"
"d[59115071,59115076,0.5]","1.0"
"d[59133203,59133212,0.5]","1.0"
"d[59128098,59129073,0.5]","1.0"
"d[59096596,59105510,0.5]","1.0"
